term	valence	arousal	dominance
फ्रेचमेन	0.0000	0.0000	0.5190
फ्रेचमैन	0.1330	0.0000	0.1430
फ्रेचिक	0.6670	0.0420	0.5560
फ्रेज़िक	0.0000	0.1200	-0.1500
फ्रेतटा	0.6670	-0.6670	0.0000
फ्रेनिग	-0.3880	0.0960	-0.4380
फ्रेन्सो	0.0000	-0.1110	0.0000
फ्रेबे	0.4120	0.0860	-0.2720
फ्रेम	0.1199	0.1220	0.3061
फ्रेमवर्क	-0.0820	-0.3400	-0.2800
फ्रेम्स	-0.0403	-0.0523	0.0717
फ्रेसकीनेस	0.6670	0.9580	-0.2920
फ्लर्टर-	0.4810	-0.3330	-0.2590
फ्लश	-0.0920	0.4770	0.2555
फ्लशनेस	-0.3330	0.3330	-0.3330
फ्लिंग	0.0927	0.1750	-0.2087
फ्लिकनेस	-0.6670	-0.6670	-0.8570
फ्लिल	-0.6670	1.0000	-0.5420
फ्लिलिलर	0.1460	0.2440	0.2840
फ्लुओरोसेंट	0.2040	0.1900	0.0000
फ्लू	0.0159	0.1602	-0.1304
फ्लूmmमोx	-0.5560	0.6670	-0.4760
फ्लूई	0.4760	0.0480	0.0000
फ्लूकार	0.1900	0.0000	0.0480
फ्लूयास्करिक	0.0000	0.3330	0.2920
फ्लूयास्लेव	0.0830	0.3330	0.4170
फ्लूस	0.3335	0.4260	0.3335
फ्लूस्टर	-0.6670	1.0000	-0.6670
फ्लैग	-0.1673	0.3980	-0.1307
फ्लैगर	0.0480	0.6300	0.5190
फ्लैगवेल	0.0000	0.6670	0.2380
फ्लैगशिप	0.1840	0.1740	0.4060
फ्लैगिंग	-0.8150	0.7965	0.3125
फ्लैग्टेटन	0.0000	0.6670	0.2500
फ्लैनल	-0.0200	-0.5000	-0.3460
फ्लैश	0.0203	0.6002	0.2612
फ्लैश-	-0.6670	1.0000	0.7780
फ्लैशकार्ड	0.3330	0.5930	0.0000
फ्लैशबैक	-0.4700	-0.2000	-0.0300
फ्लैशबोर्ड	0.0000	0.5000	0.0000
फ्लैशिंग	0.2080	0.1480	-0.1240
फ्लॉफनेस	-0.6670	-0.7410	-0.9630
फ्लॉरल	0.6300	-0.2590	-0.2220
फ्लॉवर	0.2640	-0.3460	-0.2380
फ्लॉवर-लेस	-0.5710	-0.0420	-0.3330
फ्लोट	0.3760	-0.2120	-0.3120
फ्लोटर	-0.0400	-0.1340	-0.2600
फ्लोटल्शन	0.6670	-0.5240	-0.2920
फ्लोटिंगनेस	-0.9170	-1.0000	-0.6300
फ्लोटेबल	0.2860	-0.2920	-0.0370
फ्लोटेस	0.6300	-0.1430	0.0370
फ्लोर	-0.1960	0.6670	-0.0830
फ्लोवर	-1.0000	0.6670	0.6300
ब-	-0.0915	0.2423	-0.2378
बrrror.	-0.2540	0.0800	-0.4360
बंकName	-0.1240	-0.3360	-0.3220
बंकर	-0.2500	0.3460	0.5460
बंकित	0.2380	-0.6670	-0.1900
बंगा	-0.2850	0.3310	0.0800
बंगाल	0.1660	-0.0060	-0.1280
बंडल	0.0100	0.1765	0.1215
बंद	-0.1943	0.0839	-0.0718
बंद-	0.1400	0.0115	0.1665
बंदर	-0.1185	0.1155	-0.5085
बंदरगाह	0.1887	-0.0327	0.3193
बंदी	-0.5300	0.1160	-0.1780
बंदूक	-0.6613	0.7364	0.5313
बंदूकक	-0.5000	-0.0440	-0.5620
बंदूकप्ले	-0.7340	0.8120	0.2540
बंदूकमेन	-0.8540	0.8840	0.4540
बंदूकर	-0.5835	0.7280	0.8170
बंदूकरूम	0.0000	0.1900	0.2960
बंदूकर्स	-0.5330	0.8520	0.8750
बंदूकलॉक	-0.2920	0.6670	0.4070
बंदूकिंग	-0.6485	1.0000	0.9390
बंदूकी	-0.4380	0.7220	0.7460
बंदूकें	-0.2337	0.4390	0.6150
बंधक	-0.4427	0.3093	0.0567
बंरो	-0.0420	-0.2740	-0.2760
बकरियों	0.0000	-0.7500	0.0000
बकरी	0.1480	0.5930	-0.5000
बकवास	-0.4353	0.3475	-0.2457
बकवासर	-0.7395	0.2880	-0.3835
बकवासी	0.0000	0.0000	0.0000
बक्सा	0.0000	-0.6420	-0.3760
बक्से	-0.2500	0.7600	0.3080
बग	-0.4280	0.0000	-0.5080
बगब्री	-0.1220	-0.0180	-0.1180
बगर	-0.3760	0.2540	-0.0520
बगराती	-1.0000	0.6670	-0.7040
बगलर	0.0840	0.0800	-0.2140
बगावत	-0.5100	0.6860	0.4920
बगी	0.0000	0.0180	-0.3460
बगेल	-0.0420	0.1760	-0.2180
बगैर	-0.1510	-0.1667	-0.0387
बग्ड	0.0820	0.2930	0.2500
बग्ला	-0.5180	-0.1460	-0.2380
बच	0.1985	0.5515	0.2890
बचपन	0.7300	-0.1740	-0.3860
बचाव	0.0873	0.3019	0.2101
बच्चा	0.5025	-0.1248	0.0757
बच्चािश	0.4440	0.7140	-0.3750
बच्ची	0.6670	0.5930	-0.7920
बच्चे	0.1480	0.6670	-0.2560
बच्चों	-0.2737	0.0900	-0.2790
बछड़ा	0.0620	-0.2680	-0.3280
बछड़ों	0.0000	-0.4440	-0.4440
बज	0.3890	0.4445	0.1620
बजट	0.1150	-0.4375	0.5090
बजटर	0.1250	0.5420	0.5830
बजाएँ	0.2700	0.3866	-0.0434
बजाएँ-	0.3330	0.3330	-0.0830
बजाने	0.8750	0.9580	0.8750
बजाय	-0.2420	-0.4480	-0.1720
बजाया	0.5720	0.4922	0.1002
बटन	-0.1170	0.0126	-0.0828
बटनर	0.0000	0.5930	0.2500
बटुआ	0.3600	-0.1360	0.0000
बड़ा	0.2698	0.1699	0.3589
बड़ाईर	-0.6670	0.6670	0.7500
बड़ापन	-0.0205	0.3335	0.1805
बड़ाीज	0.0620	-0.0380	0.0000
बड़ाेट	-0.1660	0.1540	-0.1400
बड़ी	0.1058	-0.0250	-0.0159
बड़ी-	0.9580	-0.2500	0.4070
बड़ी-बड़ी	0.1670	-0.2960	0.2500
बड़ीमी	-0.3460	0.3920	-0.0360
बड़े	-0.3847	0.2173	0.3013
बड़े-बड़े	-1.0000	0.5930	0.8890
बडी	-0.3520	-0.1820	-0.0400
बढ़ई	0.0820	0.0090	0.0370
बढ़ता	0.0013	-0.0418	-0.2395
बढ़ती	0.2292	0.3930	0.5466
बढ़ते	0.1039	0.1938	0.2620
बढ़ाया	-0.2060	-0.0580	-0.0180
बढ़ावा	0.9170	0.6670	0.7500
बढ़िया	0.6405	0.0565	0.5437
बढ़ें	0.8280	0.2300	0.5100
बढाएँ	0.5840	0.1180	0.3720
बण्डलकुण्ड	0.1400	-0.3520	-0.2860
बताता	0.0000	0.6300	0.4170
बतूब	0.2500	-0.5200	-0.3640
बतूयोट	-0.1360	-0.0400	0.0180
बत्तख	-0.2920	-0.9170	-0.8570
बत्तखपर	0.1880	-0.3260	-0.5280
बत्तखपरली	0.0400	-0.1400	-0.2640
बत्तखपरा	0.0000	0.0370	0.0000
बत्तखबील	0.0000	-0.5190	0.0000
बत्तखिंग	-0.0540	-0.0740	-0.4430
बत्ती	-0.3260	-0.0380	-0.3820
बदकारी	-0.0602	0.6785	0.2255
बदचलनी	-0.8850	0.7060	-0.3385
बदट	-0.3330	-0.0420	0.0000
बदतर	-0.8293	0.4327	-0.4287
बदनाम	-0.8167	0.2578	-0.1539
बदबू	-0.8833	0.1307	-0.5867
बदमाश	-0.6027	0.4597	0.1077
बदल	0.1420	0.1380	-0.0780
बदलता	-0.4280	0.7560	-0.0180
बदलने	0.3235	0.1465	0.1740
बदला	-0.3813	0.3012	0.2512
बदलाव	-0.3750	0.1100	-0.2360
बदली	0.3457	-0.9287	-0.1553
बदले	0.0007	0.2563	0.3031
बदलें	-0.0856	0.3284	0.1854
बदसूरत	-0.6660	0.2600	-0.4920
बदसूरती	-1.0000	0.6670	0.7920
बद्बाच	-0.6670	-0.6190	-0.2920
बधाई	0.8540	0.4480	0.5680
बना	0.2920	0.2240	-0.2400
बनाई	-0.1150	-0.0985	0.3920
बनाए	0.1870	-0.2860	0.1190
बनाएँ	0.2706	-0.1179	0.1853
बनाने	0.3123	0.0064	0.3864
बनाम	-0.1460	-0.0560	-0.2200
बनाया	0.0802	-0.0618	0.1628
बनाव	0.1240	-0.0420	0.2720
बन्द	-0.2128	0.0258	0.0598
बन्दी	0.0620	-0.0380	0.1400
बन्द्टर	-0.6180	-0.2400	-0.0360
बन्द्ड-	0.6250	0.7410	0.2220
बन्धन	0.0963	-0.0187	-0.1270
बपतिस्मा	0.5035	-0.3403	0.1610
बपतिस्मार	0.0950	0.6190	0.5830
बफर	0.0400	-0.0520	-0.3000
बफरिंग	-0.0420	-0.0640	-0.2380
बफलर	-0.5420	0.6670	0.0000
बफलोbrazil.	-0.1220	0.1860	0.3640
बफ्लिंग	-0.3335	0.5000	-0.2035
बबल	0.1300	0.3243	-0.4233
बबल-	0.0000	0.9260	0.5930
बबलिंग	-0.1530	0.4775	-0.1195
बब्बा	0.0000	0.6670	-0.3330
बम	-0.6918	0.7854	0.3209
बमक	-0.6670	0.6670	0.5930
बमपिकंडी	-0.4670	0.6670	0.5830
बमवर्षक	-0.6273	0.8383	0.5023
बम्प	-0.1860	-0.0785	-0.1960
बम्पनी	-0.1670	0.6670	-0.1480
बम्पनेस	-0.5830	-0.5190	-0.4290
बम्पर	-0.2293	0.1274	-0.1413
बम्पर-	0.0000	0.5560	0.6000
बम्पल	-0.1657	-0.0520	-0.2545
बम्पली	-0.3880	0.3660	-0.1620
बम्पलीName	0.6670	0.3330	-0.1110
बम्पस	-0.5620	-0.2940	-0.7120
बम्पा	-0.2465	0.1435	-0.4215
बम्पाusa.	0.0000	0.0000	0.4070
बम्पियाusa.	-1.0000	0.6670	-0.7410
बम्पूला	0.9170	-0.6670	0.2500
बम्पेन	-0.6670	-0.2500	-0.8520
बम्पेबल	-0.7620	0.0000	-0.6110
बम्पो	-0.2080	-0.2600	-0.4000
बम्पोटोइसिस्ट	0.0740	0.5000	0.5420
बम्पोटोमी	-0.4440	0.6190	0.3700
बम्पोनीName	-0.2400	0.0380	-0.2640
बम्पोनीमेन	-0.2240	0.4160	0.0340
बम्पोफ़ियोपीcolombia.	0.9440	-0.5830	0.2380
बम्पोस्लेव	0.7140	-0.5420	0.5190
बम्प्ड	-0.5970	0.5647	-0.2777
बम्प्राName	-0.6040	0.4080	-0.3780
बम्प्राण्डusa.	-0.6670	0.7140	0.9630
बम्प्स	-0.5560	0.9580	0.7410
बम्बम्बिया	-0.0620	-0.0140	-0.3580
बयानर	0.0000	0.6300	0.5420
बयायक्सी	0.0000	0.0000	0.2860
बरदाश्‍त	-0.3330	-0.6250	-0.5830
बरफ	-0.2500	0.4520	-0.1660
बरफबारी	-0.2590	0.0000	-0.2860
बरबाद	0.0420	0.5240	0.5000
बरबादी	-0.6320	0.1640	-0.5820
बरसात	0.0434	-0.3855	-0.2429
बरसात-	-0.1040	0.0180	0.0880
बरसातweather	0.0060	-0.1455	-0.2655
बरसातर	0.0947	0.0277	0.2587
बरसाती	0.0830	0.3330	0.0000
बरसों	-0.1880	0.4800	-0.0680
बराबर	0.0345	-0.1225	-0.1202
बरी	0.1640	-0.1240	0.0200
बर्क	-0.3460	0.2300	-0.3140
बर्का	0.0000	-0.5420	-0.5190
बर्के	-0.0680	-0.1180	-0.0980
बर्गनusa.	0.0000	0.0000	-0.0370
बर्गर	0.0780	-0.0060	-0.2940
बर्जर	-0.0200	-0.0880	-0.0130
बर्ट	-0.2040	0.1880	0.0000
बर्टलनेस	0.6670	-0.6670	0.5000
बर्ड्ड	-0.3120	0.2080	-0.2160
बर्ताव	0.2593	-0.1373	0.2900
बर्न	-0.5520	0.5430	-0.0790
बर्नर	-0.2040	0.8160	0.4250
बर्नवुड	0.6250	-0.7040	0.0000
बर्निंग	0.0000	-0.6250	0.2920
बर्नीपी	0.6670	0.6250	-0.1110
बर्नेबल	0.4440	-1.0000	0.0740
बर्नेल	-0.6670	-0.3330	-0.4070
बर्न्ड	0.2593	-0.4053	-0.0470
बर्न्सन	-0.5000	-0.6670	-0.3750
बर्प	0.0285	0.4275	-0.0680
बर्प्स	-0.1420	-0.0760	-0.1780
बर्फ	0.1855	-0.0982	-0.0968
बर्फ-	0.0536	-0.2458	0.2160
बर्फक	-0.6670	0.0370	0.8330
बर्फकेप	0.2220	-1.0000	0.0950
बर्फबारीweather	0.0370	0.6670	-0.1670
बर्फ़	0.0000	-0.6670	0.0000
बर्फीला	0.1171	0.2243	-0.0286
बर्बाद	-0.8240	0.0050	-0.6230
बर्रिटो	0.3760	-0.4120	-0.6680
बर्री	0.4580	-0.0760	0.1420
बर्रो	-0.2000	-0.2880	-0.3640
बर्ल	-0.6670	0.7040	0.1110
बर्लवुड	0.0000	-0.6670	-0.3330
बर्लीक	-0.6150	0.3345	0.0225
बर्लीफ	0.0000	-0.2500	0.0000
बर्लीली	0.1240	0.3000	0.5000
बर्लीवुड	0.0370	-0.7010	-0.2590
बर्लेस	0.0000	-0.9050	-0.3890
बर्शेक	0.0000	0.0000	0.0950
बलवर	-0.6190	0.8750	0.9050
बलसान	0.3470	-0.4230	-0.0700
बलसानिक	0.1640	-0.4340	-0.1060
बलाडर	-0.1880	-0.1760	-0.3400
बलात्कार	-0.8130	0.6440	0.0720
बलात्कारी	-0.8760	0.8120	0.1420
बलिदान	-0.3502	0.2998	-0.2570
बलिया	-0.1660	-0.2800	-0.4280
बलिस्ट	-0.6670	1.0000	0.9580
बल्क	-0.3540	0.3240	-0.2380
बल्कर	0.0420	-0.3880	-0.3140
बल्गेज़	0.7920	0.2540	0.6400
बल्गेटल	-0.6670	1.0000	1.0000
बल्गेनी	0.1110	0.8330	-0.2590
बल्गेर	0.0000	0.9630	0.0000
बल्गेरिया	-0.0210	-0.0920	-0.1560
बल्गेरी	-0.6670	1.0000	0.9580
बल्गेसhaiti.	-0.8420	0.2040	-0.2600
बल्गेसियनName	-0.8670	0.6300	-0.5560
बल्ने	-0.3160	0.3720	-0.5640
बल्ब	-0.0764	-0.0099	-0.1262
बल्ला	-0.4560	-0.5300	0.0380
बल्लामैन	0.0000	0.0300	0.1040
बल्ले	-0.0640	-0.1360	-0.3530
बल्लेर	-1.0000	0.9440	0.4170
बल्सा	0.0980	0.4320	-0.0400
बल्स्टर	0.6250	-0.6670	0.1110
बल्स्टरusa.	-0.6240	0.7400	0.2760
बल्स्टरर	0.2080	0.6670	0.6000
बल्स्टरी	0.1840	-0.4600	-0.2280
बस	-0.0767	-0.1527	-0.1627
बसउण्ड	0.0200	-0.0940	-0.1180
बसट	0.0400	0.0000	-0.1600
बसमेन	0.0000	0.6670	0.0000
बसरी	-0.5920	0.3520	-0.3100
बसल	-0.3060	0.6280	-0.1100
बसली	0.5000	0.0000	0.1670
बसा	0.2090	-0.4080	0.0530
बस्टर	-0.0620	-0.0180	-0.0340
बस्ड	0.3330	0.6670	0.3810
बस्ती	0.3510	-0.2350	0.3160
बस्स	-0.0620	0.0000	-0.2180
बह	-0.2260	-0.1400	-0.0680
बहकाती	0.5930	0.6670	0.6670
बहकाया	-0.6670	0.1850	-0.7500
बहता	0.3557	-0.4003	0.0000
बहती	-0.6670	0.9170	0.5830
बहन	0.8320	-0.3520	0.1240
बहस	-0.5236	0.5958	0.4112
बहसर	0.1850	0.6670	0.8330
बहादुर	0.8686	0.5628	0.8040
बहादुरपन	0.9580	0.0740	0.7500
बहाना	-0.5655	-0.0260	-0.3280
बहाने	-0.1640	-0.1460	-0.2700
बहाल	0.4604	-0.0136	0.3916
बहाव	-0.2585	-0.4903	-0.4710
बहावर	-0.1020	0.0240	-0.2180
बहाववुड	-0.3580	-0.4340	-0.1220
बहिर्वेशन	0.9580	-0.6670	0.3330
बहिर्वेषित	0.0000	0.6110	0.7500
बहु	0.3664	0.0828	0.5208
बहु-	0.2665	-0.0048	0.3622
बहु-पीढ़ी	0.4070	-0.6670	0.0000
बहु-स्तर	0.0000	0.0000	0.0000
बहुकार्य	0.5560	1.0000	0.5190
बहुत	0.1710	0.1874	0.2282
बहुत-सा	0.6605	0.1120	0.5145
बहुत-से	0.2080	-0.1660	-0.1520
बहुत-सेडो	-0.1600	0.3760	-0.2900
बहुतायत	0.2903	0.1150	0.3437
बहुपंक्ति	0.0557	-0.3750	0.2380
बहुपंक्तिName	0.4580	0.2860	0.4170
बहुपंक्तिय	0.0560	0.5330	0.5930
बहुपारदर्शिता	-0.2920	-0.6670	-0.2960
बहुभुज	-0.0780	-0.0010	0.0850
बहुमुखी	0.2683	0.1701	0.2176
बहुमुखीता	0.5715	0.0950	0.3135
बहुमुखीनिक	0.5930	0.0000	0.0000
बहुमुखीीकरण	-0.8680	0.3540	-0.3400
बहुमूल्यता	0.8335	-0.3800	0.5090
बहुमोल	0.0415	0.7915	0.4170
बहुरंग	0.4150	0.1878	0.1944
बहुल	0.0000	0.4580	0.4070
बहुवचन	0.3635	0.1325	0.3235
बहुवचनता	0.3660	-0.0540	0.1740
बहुविष्ट	-0.3330	0.1250	-0.7500
बहुवोल्यूट	0.1670	-0.2860	0.3700
बहुशिड	0.6670	0.0000	0.0000
बहुसिस्टम	0.1430	0.0000	0.6250
बाँध	-0.5000	0.1060	-0.2120
बांग	-0.5520	-0.1220	-0.2740
बांग्लादेशीName	0.1110	-0.3750	-0.2960
बांझ	-0.6395	-0.6270	-0.5170
बांझपन	-0.7500	-1.0000	-0.6670
बांधे	0.0480	-0.4455	-0.2800
बाइंड	-0.2040	-0.0760	-0.1040
बाइंडर	-0.1240	-0.5000	-0.3840
बाइंडिंग	-0.1240	-0.1500	0.2800
बाइकण्ड	-0.5840	0.3700	-0.1480
बाइज़ेन्टिक	0.3330	-0.9050	-0.5420
बाइज़ेन्टी	0.0916	0.0154	0.2007
बाइज़ेन्टीक	-0.3700	-0.3750	-0.5930
बाइज़ेन्टीट्‌स	0.6190	-0.5560	0.6250
बाइज़ेन्टीड	0.0310	-0.4875	-0.0360
बाइज़ेन्टीफ़िक	-0.6250	0.9520	0.7920
बाइज़ेन्टीली	0.0560	-0.5930	0.0560
बाइज़ेन्टीशियल	0.0000	0.0000	0.0000
बाइज़ेन्टेशन	0.4440	0.5710	0.2960
बाइज़ेल्यूशन	0.0000	-0.1110	0.4290
बाइट	-0.0200	-0.2400	-0.1860
बाइटल	0.0420	0.4670	0.4440
बाइपोड	0.0000	0.0420	0.3700
बाइबल	0.0200	-0.2540	0.3460
बाइबलीय	0.2300	-0.4555	0.2595
बाइसेंट्रिक	0.0820	-0.1540	0.0140
बाईं	-0.0830	0.0000	0.0000
बाउंडिंग	0.0370	0.6670	-0.6250
बाउंडी	-0.6320	0.6460	0.0160
बाउंस	-0.0200	0.3060	0.3100
बाउम	0.0000	0.0830	-0.8750
बाकानेर	-0.6670	1.0000	0.8570
बाकी	-0.0020	0.2913	0.3453
बाक्स	-0.0200	0.6200	0.6040
बाक्सकार	-0.1600	-0.0620	-0.1580
बाखकेर्न	0.0000	0.0000	0.0000
बाग़	0.5600	-0.4585	-0.2097
बाग़ी	-0.8150	0.6670	-0.2220
बागे	0.1880	-0.5680	-0.4040
बाघ	-0.0420	0.5300	0.3280
बाघा	0.1720	-0.3440	-0.2000
बाघाasia.	-0.6670	1.0000	0.2590
बाज	0.1660	0.0600	0.2620
बाजर	-0.3330	0.6670	-0.4810
बाज़ू-	0.1920	0.0277	-0.1553
बाज़्हेला	-0.3960	0.6480	0.2680
बाजार	0.3956	0.1016	0.3338
बाजारर	0.3545	0.6485	0.5720
बाजाराइज़ेशन	0.6670	0.6670	0.6670
बाजारेबल	0.4920	0.0900	0.3280
बाजू	-0.9520	-0.5240	-0.7500
बाजू-	0.0830	0.2627	0.1343
बाजू-पट्टी	-0.0840	0.1880	0.3160
बाजू-बैंड	0.0000	0.0000	0.0000
बाड़	0.0413	-0.1393	-0.1040
बाड़ें	-0.3330	0.5930	0.1110
बाढ़	-0.4165	0.4770	0.1188
बाढ़-	-0.0370	0.0050	0.0305
बाढ़वाल	0.0370	-0.4760	0.6670
बात	0.1147	-0.4545	-0.1767
बात-चीत	-0.1473	0.0707	-0.1667
बातचीत	0.1786	0.1441	0.2180
बातचीतर	0.3335	0.4375	0.1910
बातचीतशीलता	0.0000	0.5560	-0.4580
बातमाबोबोbrazil.	0.0000	0.0000	-0.0830
बातमामाग्रेग	0.0000	0.0000	-0.2670
बातहीन	-0.0560	-0.8570	-0.5420
बातिलियनName	0.9050	-0.3330	0.7410
बाती	-0.3330	0.8520	-0.0480
बातों	0.5000	-0.2540	-0.3520
बाथरूम	0.1220	-0.4340	-0.3100
बाद	0.0496	0.0201	0.0573
बादल	0.3667	-0.2123	-0.1453
बादल-	-0.5420	-0.3330	-0.5560
बादलीय	0.9520	-0.8890	0.0830
बादलों	0.6670	-0.6670	0.0000
बादशाह	0.3716	-0.0754	0.5570
बादशाहा	0.0320	-0.2760	-0.3600
बादाम	0.3960	-0.6340	-0.3720
बादाम्स	0.6300	-0.6250	0.0000
बाधा	-0.6134	-0.0929	-0.2391
बाधाओं	0.4760	1.0000	0.5830
बाधित	-0.4790	0.3525	-0.2505
बाध्य	-0.2454	0.0786	0.1972
बाध्यकारी	0.1880	-0.1660	-0.2060
बाध्यता	-0.5560	0.1920	0.4360
बाप-दादा	0.3800	-0.1760	0.2540
बाबिलेटिक	0.0000	-0.1670	0.0830
बाबिलोन	0.0000	0.0000	0.0000
बाबिलोनीName	0.0000	-0.2400	0.0180
बाम्पलाइल	0.0000	-1.0000	0.0000
बाम्ब	-0.6670	0.4290	-0.5560
बाम्बितनेस	0.7500	0.7780	0.3330
बायाँ	-0.1929	0.0287	-0.3277
बायाँ-	0.0525	-0.3165	-0.3840
बायाँ:	0.1425	0.3180	0.4430
बायाँिश	-0.0950	0.0000	0.2780
